id,name,common_name,super_category,kingdom,phylum,class,order,family,genus,specific_epithet
5356,Limax cinereoniger,Ash-black Slug,Mollusks,Animalia,Mollusca,Gastropoda,Stylommatophora,Limacidae,Limax,cinereoniger
5357,Limax maximus,Leopard Slug,Mollusks,Animalia,Mollusca,Gastropoda,Stylommatophora,Limacidae,Limax,maximus
5358,Milax gagates,Jet Slug,Mollusks,Animalia,Mollusca,Gastropoda,Stylommatophora,Milacidae,Milax,gagates
5359,Liguus fasciatus,Florida Tree Snail,Mollusks,Animalia,Mollusca,Gastropoda,Stylommatophora,Orthalicidae,Liguus,fasciatus
5360,Oxychilus draparnaudi,Draparnaud's Glass-snail,Mollusks,Animalia,Mollusca,Gastropoda,Stylommatophora,Oxychilidae,Oxychilus,draparnaudi
5361,Megapallifera mutabilis,Changeable Mantleslug,Mollusks,Animalia,Mollusca,Gastropoda,Stylommatophora,Philomycidae,Megapallifera,mutabilis
5362,Meghimatium bilineatum,Chinese Slug,Mollusks,Animalia,Mollusca,Gastropoda,Stylommatophora,Philomycidae,Meghimatium,bilineatum
5363,Polygyra cereolus,Southern Flatcoil,Mollusks,Animalia,Mollusca,Gastropoda,Stylommatophora,Polygyridae,Polygyra,cereolus
5364,Euglandina rosea,Rosy Wolfsnail,Mollusks,Animalia,Mollusca,Gastropoda,Stylommatophora,Spiraxidae,Euglandina,rosea
5365,Helminthoglypta tudiculata,Southern California Shoulderband Snail,Mollusks,Animalia,Mollusca,Gastropoda,Stylommatophora,Xanthonychidae,Helminthoglypta,tudiculata
5366,Monadenia fidelis,Pacific Sideband,Mollusks,Animalia,Mollusca,Gastropoda,Stylommatophora,Xanthonychidae,Monadenia,fidelis
5367,Monadenia infumata,Redwood Sideband,Mollusks,Animalia,Mollusca,Gastropoda,Stylommatophora,Xanthonychidae,Monadenia,infumata
5368,Zachrysia provisoria,Cuban Brown Snail,Mollusks,Animalia,Mollusca,Gastropoda,Stylommatophora,Zachrysiidae,Zachrysia,provisoria
5369,Belocaulus angustipes,Black-velvet Leatherleaf,Mollusks,Animalia,Mollusca,Gastropoda,Systellommatophora,Veronicellidae,Belocaulus,angustipes
5370,Laevicaulis alte,Tropical Leatherleaf Slug,Mollusks,Animalia,Mollusca,Gastropoda,Systellommatophora,Veronicellidae,Laevicaulis,alte
5371,Calliostoma ligatum,Blue-Ringed Top Snail,Mollusks,Animalia,Mollusca,Gastropoda,Trochida,Calliostomatidae,Calliostoma,ligatum
5372,Norrisia norrisii,Norris' Top-shell,Mollusks,Animalia,Mollusca,Gastropoda,Trochida,Tegulidae,Norrisia,norrisii
5373,Tegula brunnea,Brown Tegula,Mollusks,Animalia,Mollusca,Gastropoda,Trochida,Tegulidae,Tegula,brunnea
5374,Tegula eiseni,Banded Tegula,Mollusks,Animalia,Mollusca,Gastropoda,Trochida,Tegulidae,Tegula,eiseni
5375,Tegula funebralis,Black Tegula,Mollusks,Animalia,Mollusca,Gastropoda,Trochida,Tegulidae,Tegula,funebralis
5376,Diloma aethiops,Spotted Top Snail,Mollusks,Animalia,Mollusca,Gastropoda,Trochida,Trochidae,Diloma,aethiops
5377,Lunella smaragdus,Cat's Eye Snail,Mollusks,Animalia,Mollusca,Gastropoda,Trochida,Turbinidae,Lunella,smaragdus
5378,Megastraea undosa,Wavy Turban,Mollusks,Animalia,Mollusca,Gastropoda,Trochida,Turbinidae,Megastraea,undosa
5379,Cryptochiton stelleri,Gumboot Chiton,Mollusks,Animalia,Mollusca,Polyplacophora,Chitonida,Acanthochitonidae,Cryptochiton,stelleri
5380,Acanthopleura granulata,West Indian Fuzzy Chiton,Mollusks,Animalia,Mollusca,Polyplacophora,Chitonida,Chitonidae,Acanthopleura,granulata
5381,Chiton glaucus,Blue Green Chiton,Mollusks,Animalia,Mollusca,Polyplacophora,Chitonida,Chitonidae,Chiton,glaucus
5382,Sypharochiton pelliserpentis,Snakeskin Chiton,Mollusks,Animalia,Mollusca,Polyplacophora,Chitonida,Chitonidae,Sypharochiton,pelliserpentis
5383,Katharina tunicata,Black Katy Chiton,Mollusks,Animalia,Mollusca,Polyplacophora,Chitonida,Mopaliidae,Katharina,tunicata
5384,Mopalia lignosa,Woody Chiton,Mollusks,Animalia,Mollusca,Polyplacophora,Chitonida,Mopaliidae,Mopalia,lignosa
5385,Mopalia muscosa,Mossy Chiton,Mollusks,Animalia,Mollusca,Polyplacophora,Chitonida,Mopaliidae,Mopalia,muscosa
5386,Nuttallina californica,California Spiny Chiton,Mollusks,Animalia,Mollusca,Polyplacophora,Chitonida,Tonicellidae,Nuttallina,californica
5387,Tonicella lineata,Lined Chiton,Mollusks,Animalia,Mollusca,Polyplacophora,Chitonida,Tonicellidae,Tonicella,lineata
5388,Herpothallon rubrocinctum,Christmas lichen,Fungi,Fungi,Ascomycota,Arthoniomycetes,Arthoniales,Arthoniaceae,Herpothallon,rubrocinctum
5389,Chrysothrix candelaris,gold dust lichen,Fungi,Fungi,Ascomycota,Arthoniomycetes,Arthoniales,Chrysothricaceae,Chrysothrix,candelaris
5390,Apiosporina morbosa,black knot,Fungi,Fungi,Ascomycota,Dothideomycetes,Venturiales,Venturiaceae,Apiosporina,morbosa
5391,Acarospora socialis,Yellow Cobblestone Lichen,Fungi,Fungi,Ascomycota,Lecanoromycetes,Acarosporales,Acarosporaceae,Acarospora,socialis
5392,Physcia adscendens,Hooded Rosette Lichen,Fungi,Fungi,Ascomycota,Lecanoromycetes,Caliciales,Physciaceae,Physcia,adscendens
5393,Physcia aipolia,Hoary Rosette Lichen,Fungi,Fungi,Ascomycota,Lecanoromycetes,Caliciales,Physciaceae,Physcia,aipolia
5394,Physcia millegrana,rosette lichen,Fungi,Fungi,Ascomycota,Lecanoromycetes,Caliciales,Physciaceae,Physcia,millegrana
5395,Physcia stellaris,Star Rosette Lichen,Fungi,Fungi,Ascomycota,Lecanoromycetes,Caliciales,Physciaceae,Physcia,stellaris
5396,Candelaria concolor,Candleflame Lichen,Fungi,Fungi,Ascomycota,Lecanoromycetes,Candelariales,Candelariaceae,Candelaria,concolor
5397,Cladonia chlorophaea,Mealy Pixie Cup,Fungi,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Cladoniaceae,Cladonia,chlorophaea
5398,Cladonia coniocraea,Common Powderhorn,Fungi,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Cladoniaceae,Cladonia,coniocraea
5399,Cladonia cristatella,British soldier lichen,Fungi,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Cladoniaceae,Cladonia,cristatella
5400,Cladonia evansii,Evans' Deer Moss,Fungi,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Cladoniaceae,Cladonia,evansii
5401,Cladonia furcata,many-forked cladonia,Fungi,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Cladoniaceae,Cladonia,furcata
5402,Cladonia macilenta,Lipstick Powderhorn,Fungi,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Cladoniaceae,Cladonia,macilenta
5403,Cladonia rangiferina,gray reindeer lichen,Fungi,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Cladoniaceae,Cladonia,rangiferina
5404,Cladonia stellaris,Star-tipped Reindeer Lichen,Fungi,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Cladoniaceae,Cladonia,stellaris
5405,Protoparmeliopsis muralis,Stonewall Rim Lichen,Fungi,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Lecanoraceae,Protoparmeliopsis,muralis
5406,Evernia mesomorpha,Boreal Oakmoss,Fungi,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Evernia,mesomorpha
5407,Evernia prunastri,Oakmoss,Fungi,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Evernia,prunastri
5408,Flavoparmelia caperata,common greenshield lichen,Fungi,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Flavoparmelia,caperata
5409,Flavopunctelia flaventior,Speckled Greenshield,Fungi,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Flavopunctelia,flaventior
5410,Hypogymnia physodes,Hooded Tube Lichen,Fungi,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Hypogymnia,physodes
5411,Hypogymnia tubulosa,Powder-headed Tube Lichen,Fungi,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Hypogymnia,tubulosa
5412,Letharia columbiana,Brown-eyed Wolf Lichen,Fungi,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Letharia,columbiana
5413,Letharia vulpina,wolf lichen,Fungi,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Letharia,vulpina
5414,Parmelia sulcata,shield lichen,Fungi,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Parmelia,sulcata
5415,Parmotrema hypotropum,powdered ruffle lichen,Fungi,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Parmotrema,hypotropum
5416,Platismatia glauca,Varied Rag Lichen,Fungi,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Platismatia,glauca
5417,Pseudevernia furfuracea,tree moss,Fungi,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Pseudevernia,furfuracea
5418,Punctelia rudecta,rough speckled shield lichen,Fungi,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Punctelia,rudecta
5419,Usnea longissima,Old Man's Beard,Fungi,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Usnea,longissima
5420,Usnea rubicunda,Red Beard Lichen,Fungi,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Usnea,rubicunda
5421,Usnea strigosa,Bushy beard lichen,Fungi,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Usnea,strigosa
5422,Vulpicida pinastri,Powdered Sunshine Lichen,Fungi,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Vulpicida,pinastri
5423,Ramalina celastri,cartilage lichen,Fungi,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Ramalinaceae,Ramalina,celastri
5424,Ramalina farinacea,Farinose Cartilage Lichen,Fungi,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Ramalinaceae,Ramalina,farinacea
5425,Ramalina menziesii,lace lichen,Fungi,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Ramalinaceae,Ramalina,menziesii
5426,Porpidia albocaerulescens,porpidia lichen,Fungi,Fungi,Ascomycota,Lecanoromycetes,Lecideales,Lecideaceae,Porpidia,albocaerulescens
5427,Graphis scripta,Common Script Lichen,Fungi,Fungi,Ascomycota,Lecanoromycetes,Ostropales,Graphidaceae,Graphis,scripta
5428,Phlyctis argena,Whitewash Lichen,Fungi,Fungi,Ascomycota,Lecanoromycetes,Ostropales,Phlyctidaceae,Phlyctis,argena
5429,Lobaria anthraspis,Lobaria anthraspis,Fungi,Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Lobariaceae,Lobaria,anthraspis
5430,Lobaria pulmonaria,Tree Lungwort,Fungi,Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Lobariaceae,Lobaria,pulmonaria
5431,Ricasolia quercizans,Smooth Lungwort,Fungi,Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Lobariaceae,Ricasolia,quercizans
5432,Peltigera membranacea,membranous pelt lichen,Fungi,Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Peltigeraceae,Peltigera,membranacea
5433,Peltigera praetextata,scaly pelt lichen,Fungi,Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Peltigeraceae,Peltigera,praetextata
5434,Dibaeis arcuata,Dibaeis arcuata,Fungi,Fungi,Ascomycota,Lecanoromycetes,Pertusariales,Icmadophilaceae,Dibaeis,arcuata
5435,Dibaeis baeomyces,Pink Earth Lichen,Fungi,Fungi,Ascomycota,Lecanoromycetes,Pertusariales,Icmadophilaceae,Dibaeis,baeomyces
5436,Icmadophila ericetorum,Candy Lichen,Fungi,Fungi,Ascomycota,Lecanoromycetes,Pertusariales,Icmadophilaceae,Icmadophila,ericetorum
5437,Rhizocarpon geographicum,map lichen,Fungi,Fungi,Ascomycota,Lecanoromycetes,Rhizocarpales,Rhizocarpaceae,Rhizocarpon,geographicum
5438,Rusavskia elegans,Elegant Sunburst Lichen,Fungi,Fungi,Ascomycota,Lecanoromycetes,Teloschistales,Teloschistaceae,Rusavskia,elegans
5439,Teloschistes chrysophthalmus,Golden-eye Lichen,Fungi,Fungi,Ascomycota,Lecanoromycetes,Teloschistales,Teloschistaceae,Teloschistes,chrysophthalmus
5440,Teloschistes exilis,slender orange-bush,Fungi,Fungi,Ascomycota,Lecanoromycetes,Teloschistales,Teloschistaceae,Teloschistes,exilis
5441,Teloschistes flavicans,Golden Hair-lichen,Fungi,Fungi,Ascomycota,Lecanoromycetes,Teloschistales,Teloschistaceae,Teloschistes,flavicans
5442,Xanthomendoza fallax,Hooded Sunburst Lichen,Fungi,Fungi,Ascomycota,Lecanoromycetes,Teloschistales,Teloschistaceae,Xanthomendoza,fallax
5443,Xanthoria parietina,Maritime Sunburst Lichen,Fungi,Fungi,Ascomycota,Lecanoromycetes,Teloschistales,Teloschistaceae,Xanthoria,parietina
5444,Lasallia papulosa,Common Toadskin Lichen,Fungi,Fungi,Ascomycota,Lecanoromycetes,Umbilicariales,Umbilicariaceae,Lasallia,papulosa
5445,Umbilicaria mammulata,Smooth Rock Tripe,Fungi,Fungi,Ascomycota,Lecanoromycetes,Umbilicariales,Umbilicariaceae,Umbilicaria,mammulata
5446,Chlorociboria aeruginascens,Green Wood Cup,Fungi,Fungi,Ascomycota,Leotiomycetes,Helotiales,Chlorociboriaceae,Chlorociboria,aeruginascens
5447,Ascocoryne sarcoides,Purple Jellydisc,Fungi,Fungi,Ascomycota,Leotiomycetes,Helotiales,Gelatinodiscaceae,Ascocoryne,sarcoides
5448,Calycina citrina,Lemon discos,Fungi,Fungi,Ascomycota,Leotiomycetes,Helotiales,Pezizellaceae,Calycina,citrina
5449,Leotia lubrica,Ochre Jelly Club,Fungi,Fungi,Ascomycota,Leotiomycetes,Leotiales,Leotiaceae,Leotia,lubrica
5450,Bulgaria inquinans,Black Bulgar,Fungi,Fungi,Ascomycota,Leotiomycetes,Phacidiales,Phacidiaceae,Bulgaria,inquinans
5451,Rhytisma acerinum,Black Tar Spot,Fungi,Fungi,Ascomycota,Leotiomycetes,Rhytismatales,Rhytismataceae,Rhytisma,acerinum
5452,Caloscypha fulgens,Spring Orange Peel Fungus,Fungi,Fungi,Ascomycota,Pezizomycetes,Pezizales,Caloscyphaceae,Caloscypha,fulgens
5453,Gyromitra esculenta,False Morel,Fungi,Fungi,Ascomycota,Pezizomycetes,Pezizales,Discinaceae,Gyromitra,esculenta
5454,Gyromitra infula,Saddle-shaped False Morel,Fungi,Fungi,Ascomycota,Pezizomycetes,Pezizales,Discinaceae,Gyromitra,infula
5455,Helvella crispa,White Saddle,Fungi,Fungi,Ascomycota,Pezizomycetes,Pezizales,Helvellaceae,Helvella,crispa
5456,Helvella vespertina,Western Black Elfin Saddle,Fungi,Fungi,Ascomycota,Pezizomycetes,Pezizales,Helvellaceae,Helvella,vespertina
5457,Morchella americana,white morel,Fungi,Fungi,Ascomycota,Pezizomycetes,Pezizales,Morchellaceae,Morchella,americana
5458,Verpa bohemica,early false morel,Fungi,Fungi,Ascomycota,Pezizomycetes,Pezizales,Morchellaceae,Verpa,bohemica
5459,Aleuria aurantia,orange peel fungus,Fungi,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Aleuria,aurantia
5460,Sarcoscypha austriaca,Scarlet Elfcup,Fungi,Fungi,Ascomycota,Pezizomycetes,Pezizales,Sarcoscyphaceae,Sarcoscypha,austriaca
5461,Sarcoscypha coccinea,Scarlet Cup,Fungi,Fungi,Ascomycota,Pezizomycetes,Pezizales,Sarcoscyphaceae,Sarcoscypha,coccinea
5462,Sarcoscypha occidentalis,stalked scarlet cup,Fungi,Fungi,Ascomycota,Pezizomycetes,Pezizales,Sarcoscyphaceae,Sarcoscypha,occidentalis
5463,Galiella rufa,hairy rubber cup,Fungi,Fungi,Ascomycota,Pezizomycetes,Pezizales,Sarcosomataceae,Galiella,rufa
5464,Urnula craterium,devil's urn,Fungi,Fungi,Ascomycota,Pezizomycetes,Pezizales,Sarcosomataceae,Urnula,craterium
5465,Hypomyces chrysospermus,bolete mould,Fungi,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Hypomyces,chrysospermus
5466,Hypomyces lactifluorum,lobster mushroom,Fungi,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Hypomyces,lactifluorum
5467,Nectria cinnabarina,Coral Spot,Fungi,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Nectria,cinnabarina
5468,Annulohypoxylon thouarsianum,Cramp Balls,Fungi,Fungi,Ascomycota,Sordariomycetes,Xylariales,Hypoxylaceae,Annulohypoxylon,thouarsianum
5469,Kretzschmaria deusta,Brittle Cinder,Fungi,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Kretzschmaria,deusta
5470,Xylaria hypoxylon,Candlesnuff Fungus,Fungi,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Xylaria,hypoxylon
5471,Xylaria polymorpha,dead man's fingers,Fungi,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Xylaria,polymorpha
5472,Agaricus augustus,The Prince,Fungi,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Agaricus,augustus
5473,Agaricus campestris,Meadow Mushroom,Fungi,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Agaricus,campestris
5474,Agaricus xanthodermus,Yellow Stainer,Fungi,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Agaricus,xanthodermus
5475,Battarrea phalloides,Sandy Stilt-puffball,Fungi,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Battarrea,phalloides
5476,Chlorophyllum brunneum,Shaggy Parasol,Fungi,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Chlorophyllum,brunneum
5477,Chlorophyllum molybdites,green-spored parasol,Fungi,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Chlorophyllum,molybdites
5478,Chlorophyllum rhacodes,Shaggy Parasol,Fungi,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Chlorophyllum,rhacodes
5479,Coprinus comatus,Shaggy Mane,Fungi,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Coprinus,comatus
5480,Leucoagaricus americanus,reddening lepiota,Fungi,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Leucoagaricus,americanus
5481,Leucoagaricus leucothites,White Dapperling,Fungi,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Leucoagaricus,leucothites
5482,Leucocoprinus birnbaumii,flowerpot parasol,Fungi,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Leucocoprinus,birnbaumii
5483,Leucocoprinus fragilissimus,Fragile Dapperling,Fungi,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Leucocoprinus,fragilissimus
5484,Macrolepiota clelandii,Graceful Parasol,Fungi,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Macrolepiota,clelandii
5485,Macrolepiota procera,Parasol,Fungi,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Macrolepiota,procera
5486,Podaxis pistillaris,Desert Shaggymane,Fungi,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Podaxis,pistillaris
5487,Amanita augusta,Western Yellow-veiled Amanita,Fungi,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Amanitaceae,Amanita,augusta
5488,Amanita bisporigera,Eastern North American Destroying Angel,Fungi,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Amanitaceae,Amanita,bisporigera
5489,Amanita citrina,False Death-cap,Fungi,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Amanitaceae,Amanita,citrina
5490,Amanita flavoconia,Yellow Patches,Fungi,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Amanitaceae,Amanita,flavoconia
5491,Amanita fulva,Tawny Grisette,Fungi,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Amanitaceae,Amanita,fulva
5492,Amanita gemmata,Jewelled Amanita,Fungi,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Amanitaceae,Amanita,gemmata
5493,Amanita jacksonii,Jackson's slender Caesar,Fungi,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Amanitaceae,Amanita,jacksonii
5494,Amanita muscaria,Fly Agaric,Fungi,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Amanitaceae,Amanita,muscaria
5495,Amanita novinupta,Blushing Bride Amanita,Fungi,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Amanitaceae,Amanita,novinupta
5496,Amanita pantherina,Panthercap,Fungi,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Amanitaceae,Amanita,pantherina
5497,Amanita phalloides,Deathcap,Fungi,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Amanitaceae,Amanita,phalloides
5498,Amanita rubescens,blusher,Fungi,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Amanitaceae,Amanita,rubescens
5499,Amanita vaginata,grisette,Fungi,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Amanitaceae,Amanita,vaginata
5500,Amanita velosa,springtime amanita,Fungi,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Amanitaceae,Amanita,velosa
5501,Bolbitius titubans,yellow fieldcap,Fungi,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Bolbitiaceae,Bolbitius,titubans
5502,Conocybe apala,white dunce cap,Fungi,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Bolbitiaceae,Conocybe,apala
5503,Clavaria fragilis,Fairy Fingers,Fungi,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Clavariaceae,Clavaria,fragilis
5504,Clavaria zollingeri,violet coral,Fungi,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Clavariaceae,Clavaria,zollingeri
5505,Clavulinopsis fusiformis,Golden Spindles,Fungi,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Clavariaceae,Clavulinopsis,fusiformis
5506,Cortinarius iodes,Viscid Violet Cort,Fungi,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,iodes
5507,Cortinarius violaceus,violet webcap,Fungi,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,violaceus
5508,Crepidotus mollis,Peeling Oysterling,Fungi,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Crepidotaceae,Crepidotus,mollis
5509,Chondrostereum purpureum,Silverleaf Fungus,Fungi,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cyphellaceae,Chondrostereum,purpureum
5510,Entoloma abortivum,Aborted entoloma,Fungi,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Entoloma,abortivum
5511,Entoloma hochstetteri,Entoloma hochstetteri,Fungi,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Entoloma,hochstetteri
5512,Fistulina hepatica,Beefsteak Polypore,Fungi,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Fistulinaceae,Fistulina,hepatica
5513,Laccaria amethysteo-occidentalis,Western Amethyst Laccaria,Fungi,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hydnangiaceae,Laccaria,amethysteo-occidentalis
5514,Laccaria amethystina,Amethyst Deceiver,Fungi,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hydnangiaceae,Laccaria,amethystina
5515,Laccaria laccata,waxy laccaria,Fungi,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hydnangiaceae,Laccaria,laccata
5516,Laccaria ochropurpurea,purple laccaria,Fungi,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hydnangiaceae,Laccaria,ochropurpurea
5517,Gliophorus psittacinus,Parrot Mushroom,Fungi,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,Gliophorus,psittacinus
5518,Hygrocybe coccinea,Scarlet Waxy Cap,Fungi,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,Hygrocybe,coccinea
5519,Hygrocybe conica,Witch's Hat,Fungi,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,Hygrocybe,conica
5520,Hygrocybe flavescens,Golden Waxy Cap,Fungi,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,Hygrocybe,flavescens
5521,Hygrocybe singeri,Western Witch's Hat,Fungi,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,Hygrocybe,singeri
5522,Lichenomphalia chromacea,Lichenomphalia chromacea,Fungi,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,Lichenomphalia,chromacea
